Gene,40 S 3hrs,40 S 24hrs,40 S 48hrs,40 S 72hrs,40 T 3hrs,40 T 24hrs,40 T 48hrs,40 T 72hrs,41 S 24hrs,41 S 48hrs,41 S 72hrs,96 S 3hrs,96 S 24hrs,96 S 48hrs,96 S 72hrs,96 T 3hrs,96 T 24hrs,96 T 48hrs,96 T 72hrs
ADGRL2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ADGRV1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADH5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
ADIPOR1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ADIRF,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
ADK,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADM,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0
ADM2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ADNP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ADNP2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ADORA2B,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
ADPRS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ADRB2,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
ADRM1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
ADSL,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
ADSS1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ADSS2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADTRP,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AEBP2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AEN,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF127577.4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AFAP1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AFAP1-AS1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AFAP1L2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
AFF1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AFF4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AFG3L2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AFMID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
AGAP1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AGAP2-AS1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AGAP3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AGFG1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGK,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
AGO4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AGPAT1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AGPAT2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AGPAT3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
AGPAT4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AGPAT5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
AGPS,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGR2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
AGRN,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AGTPBP1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AGTRAP,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AHCTF1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AHCY,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
AHCYL1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AHDC1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
AHI1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AHNAK,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
AHNAK2,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
AHR,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
AHSA1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AIDA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AIF1L,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
AIFM1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AIFM2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AIG1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
AIM2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1
AIMP1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AIMP2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
AJAP1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
AJM1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AJUBA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AK1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AK2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AK3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AK4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
AK6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKAP1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AKAP12,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
AKAP13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKAP7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKAP8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AKIP1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AKIRIN1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AKIRIN2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKNA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AKR1A1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AKR1B1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AKR1B10,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1
AKR1C1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1
AKR1C2,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1
AKR1C3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AKR7A2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AKT1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AKT1S1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKT3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
AL009174.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL021392.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AL021807.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AL022718.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL024508.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
AL031283.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL033397.1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AL033397.2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AL034376.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AL035071.1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AL035398.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL035661.1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AL049555.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL049840.6,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
AL078595.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AL109976.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL118516.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AL121672.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AL122020.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AL122023.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AL133260.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL133330.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL133445.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL135905.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL136040.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL136982.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL138756.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AL138785.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL139246.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL139339.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL139393.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AL158206.1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL160006.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AL161772.1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
AL161787.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL161908.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL162424.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AL163051.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AL354740.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AL354836.1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
AL354872.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AL355032.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL355312.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AL355512.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AL356273.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AL359091.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AL359183.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AL359220.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL365181.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL365181.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AL365203.2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AL390719.1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AL390728.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AL391422.4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AL445524.1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AL450998.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AL513497.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL591895.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL592148.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AL596202.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AL596223.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AL603756.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AL645608.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
AL844908.1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ALAS1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCAM,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ALDH16A1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDH18A1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ALDH1A3,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0
ALDH1B1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ALDH2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDH3A1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
ALDH3A2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1
ALDH3B1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ALDH6A1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ALDH7A1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDH9A1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDOA,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDOC,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
ALG1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ALG10B,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ALG11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ALG8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ALKBH2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ALKBH3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ALKBH5,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ALKBH6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ALKBH8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ALMS1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALOX12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ALOX12B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ALOX5AP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ALOXE3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALPL,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ALPP,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ALS2CL,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ALYREF,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AMD1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AMDHD2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMER1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AMFR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AMIGO1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMIGO2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
AMMECR1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AMN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AMOTL1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AMOTL2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
AMPD2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMPD3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
AMT,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMTN,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
AMZ2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ANAPC1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ANAPC10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ANAPC13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANAPC15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
ANAPC16,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ANAPC4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ANAPC5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ANAPC7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ANG,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ANGPT1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ANGPTL2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ANGPTL4,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1
ANK1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
ANK3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ANKDD1B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ANKEF1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKFY1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ANKHD1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKIB1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
ANKLE2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
ANKRD10,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
ANKRD13A,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD13B,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD13C,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD17,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD18A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD18B,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD22,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
ANKRD27,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD36C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ANKRD37,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
ANKRD40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD52,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKS6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ANKZF1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ANLN,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ANO1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
ANO10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ANO6,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0
ANO8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ANO9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ANOS1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ANP32A,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
ANP32B,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
ANP32E,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ANTKMT,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ANTXR1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANTXR2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
ANXA1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ANXA10,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
ANXA11,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ANXA2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ANXA3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ANXA4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ANXA5,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
ANXA6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANXA8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANXA8L1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANXA9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AOPEP,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
AP000254.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AP000695.2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
AP000769.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AP001024.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AP001324.1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AP001505.1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
AP001816.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AP002387.2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP002495.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP002761.4,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AP003555.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
AP005233.2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
AP1AR,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AP1B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AP1M1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
AP1M2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AP1S1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1S2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
AP1S3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AP2A1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AP2A2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AP2M1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
AP2S1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AP3B1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP3M2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AP3S1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP4M1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP4S1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AP5B1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP5Z1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
APAF1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
APBB2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
APC,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
APCDD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
APCDD1L,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
APCDD1L-DT,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
APEX1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
